"ID","Genes","Promoter","CpGs"
"""11_205378""","BET1L;RIC8A",TRUE,FALSE
"""11_233448""","PSMD13;SIRT3",TRUE,FALSE
"""11_565318""","MIR210;MIR210HG;PHRF1",TRUE,FALSE
"""11_631027""","DRD4",TRUE,FALSE
"""11_783955""","CEND1;PIDD;SLC25A22",TRUE,FALSE
"""11_6046451""","OR56A1",TRUE,FALSE
"""11_6462980""","HPX",TRUE,FALSE
"""11_6501118""","ARFIP2;TIMM10B",TRUE,FALSE
"""11_18408536""","LDHA;MIR3159",TRUE,FALSE
"""11_18548233""","TSG101",TRUE,FALSE
"""11_18620707""","RP11-504G3.4;SPTY2D1-AS1",TRUE,FALSE
"""11_18654585""","SPTY2D1",TRUE,FALSE
"""11_18728013""","RP11-1081L13.4",TRUE,FALSE
"""11_48001307""","PTPRJ",TRUE,FALSE
"""11_48028349""","AC103828.1",TRUE,FALSE
"""11_82745699""","RAB30;RP11-113K21.1;RP11-659G9.3;SNORA70E",TRUE,FALSE
"""11_82773109""","RAB30-AS1;RAB30",TRUE,FALSE
"""11_82867223""","PCF11",TRUE,FALSE
"""11_82921735""","RP11-727A23.1;RP11-727A23.7",TRUE,FALSE
"""11_82993065""","CCDC90B;RP11-727A23.10",TRUE,FALSE
"""11_94223710""","ANKRD49;MRE11A",TRUE,FALSE
"""11_113645047""","CLDN25",TRUE,FALSE
"""11_122592824""","snoU13",TRUE,FALSE
"""11_122704641""","CRTAM",TRUE,FALSE
"""11_122742296""","C11orf63",TRUE,FALSE
"""11_122797742""",NA,TRUE,FALSE
"""11_122845324""","BSX",TRUE,FALSE
"""11_122928102""","SNORD14E",TRUE,FALSE
"""11_122928892""","HSPA8;SNORD14D",TRUE,FALSE
"""12_6658619""","IFFO1",TRUE,FALSE
"""12_6666582""","CHD4;NOP2",TRUE,FALSE
"""12_6749804""","ACRBP",TRUE,FALSE
"""12_6875081""","LAG3;MLF2;PTMS",TRUE,FALSE
"""12_13538046""","C12orf36",TRUE,FALSE
"""12_14925728""","H2AFJ",TRUE,FALSE
"""12_27166326""","TM7SF3",TRUE,FALSE
"""12_27396025""","STK38L",TRUE,FALSE
"""12_47463916""","AMIGO2;PCED1B",TRUE,FALSE
"""12_50101821""","FMNL3;RP11-133N21.12",TRUE,FALSE
"""12_53043526""","KRT2",TRUE,FALSE
"""12_54088616""",NA,TRUE,FALSE
"""12_54184264""","SNORD81",TRUE,FALSE
"""12_54325261""","HOXC13-AS;HOXC13",TRUE,FALSE
"""12_54347781""","AC012531.23;HOXC12",TRUE,FALSE
"""12_54362426""","HOTAIR;HOXC11",TRUE,FALSE
"""12_54378272""","HOXC10;HOXC6;HOXC-AS3;RP11-834C11.12",TRUE,FALSE
"""12_54384962""","MIR196A2",TRUE,FALSE
"""12_54386487""","HOXC6;HOXC9;HOXC-AS1;HOXC-AS2",TRUE,FALSE
"""12_54402007""","HOXC8",TRUE,FALSE
"""12_54410340""","AC012531.25;HOXC4;RP11-834C11.14",TRUE,FALSE
"""12_54418775""","HOXC4;HOXC5;HOXC6;MIR615",TRUE,FALSE
"""12_54668939""","CBX5;HNRNPA1;RP11-968A15.8",TRUE,FALSE
"""12_54706460""","RNU6-950P",TRUE,FALSE
"""12_54726168""","MIR148B",TRUE,FALSE
"""12_54757256""","GPR84",TRUE,FALSE
"""12_54780495""","ZNF385A",TRUE,FALSE
"""12_54810596""","ITGA5;RP11-753H16.3",TRUE,FALSE
"""12_68723761""","MDM1;RP11-81H14.2",TRUE,FALSE
"""12_112122963""","ACAD10;BRAP",TRUE,FALSE
"""13_22177639""","MICU2",TRUE,FALSE
"""13_24462761""","C1QTNF9B-AS1;C1QTNF9B;MIPEP",TRUE,FALSE
"""13_24476453""","C1QTNF9B",TRUE,FALSE
"""13_24730741""","MIR2276;SPATA13",TRUE,FALSE
"""13_24825577""","SPATA13-AS1;SPATA13",TRUE,FALSE
"""13_25085894""","PARP4",TRUE,FALSE
"""13_25860965""","MTMR6",TRUE,FALSE
"""13_25873711""","NUPL1;RP11-271M24.2",TRUE,FALSE
"""13_28193395""","LNX2;POLR1D",TRUE,FALSE
"""13_28400694""","RNU6-73P",TRUE,FALSE
"""13_28711381""","PAN3-AS1;PAN3",TRUE,FALSE
"""13_47467733""","HTR2A",TRUE,FALSE
"""13_113946280""","LAMP1",TRUE,FALSE
"""14_50358189""","ARF6",TRUE,FALSE
"""14_50364518""","RNU6-189P",TRUE,FALSE
"""14_50467745""","C14orf182;RP11-58E21.3",TRUE,FALSE
"""14_50500285""","RP11-58E21.3",TRUE,FALSE
"""14_50554130""","C14orf183;RP11-58E21.5;RP11-58E21.7",TRUE,FALSE
"""14_50568416""","VCPKMT",TRUE,FALSE
"""14_99945358""","CCNK;SETD3",TRUE,FALSE
"""14_102181923""","RP11-1029J19.5;RP11-796G6.2",TRUE,FALSE
"""14_102216249""","PPP2R5C",TRUE,FALSE
"""14_102275583""","CTD-2017C7.2;PPP2R5C",TRUE,FALSE
"""14_102304014""","CTD-2017C7.1;CTD-2017C7.3",TRUE,FALSE
"""14_102605117""","HSP90AA1;WDR20",TRUE,FALSE
"""14_102771099""","MOK",TRUE,FALSE
"""14_102975138""","ANKRD9",TRUE,FALSE
"""14_104408422""","RD3L",TRUE,FALSE
"""15_23931183""","NDN",TRUE,FALSE
"""15_51631713""","GLDN",TRUE,FALSE
"""15_58350880""","ALDH1A2;CTD-2330J20.2",TRUE,FALSE
"""15_59040631""","ADAM10",TRUE,FALSE
"""15_59278169""","RNF111",TRUE,FALSE
"""15_64633992""","SNORA48",TRUE,FALSE
"""15_64961854""","RNU6-549P",TRUE,FALSE
"""15_64980655""","AC100830.4;AC100830.5;OAZ2",TRUE,FALSE
"""15_67354356""","SMAD3",TRUE,FALSE
"""15_70017141""","AC009677.1",TRUE,FALSE
"""15_71406734""","CT62",TRUE,FALSE
"""15_86313461""","MIR1276;RP11-158M2.6",TRUE,FALSE
"""15_99191269""","IGF1R",TRUE,FALSE
"""15_99643628""","RP11-654A16.3;SYNM",TRUE,FALSE
"""16_4816976""","ZNF500",TRUE,FALSE
"""16_8621800""","TMEM114",TRUE,FALSE
"""16_28071437""","GSG1L",TRUE,FALSE
"""16_28189984""","SNORA25;XPO6;Y_RNA",TRUE,FALSE
"""16_28220365""","XPO6",TRUE,FALSE
"""16_28302867""","RP11-57A19.2;SBK1",TRUE,FALSE
"""16_28555846""","CCDC101;RP11-666O2.1",TRUE,FALSE
"""16_48189744""","ABCC12",TRUE,FALSE
"""16_48763330""","RNU6-257P",TRUE,FALSE
"""16_85831379""","COX4I1;EMC8",TRUE,FALSE
"""16_85928199""","IRF8",TRUE,FALSE
"""16_86591953""","FOXC2;RP11-463O9.5",TRUE,FALSE
"""16_86612025""","FOXL1",TRUE,FALSE
"""16_87961490""","BANP;CA5A;CTD-3057O21.1",TRUE,FALSE
"""16_88482944""","ZNF469",TRUE,FALSE
"""16_88514644""","ZFPM1",TRUE,FALSE
"""17_682085""","GLOD4;RNMTL1",TRUE,FALSE
"""17_685906""",NA,TRUE,FALSE
"""17_1731139""","AC130689.1;RPA1;SMYD4",TRUE,FALSE
"""17_1930547""","DPH1",TRUE,FALSE
"""17_7157706""","CLDN7;ELP5;RP1-4G17.5;Y_RNA",TRUE,FALSE
"""17_7447343""","TNFSF12;TNFSF12-TNFSF13",TRUE,FALSE
"""17_7807078""","CHD3;SCARNA21",TRUE,FALSE
"""17_7821942""","CNTROB;KCNAB3;RP11-1099M24.7;TRAPPC1",TRUE,FALSE
"""17_7896232""","GUCY2D",TRUE,FALSE
"""17_7935928""","snoU13",TRUE,FALSE
"""17_7941173""","ALOX15B",TRUE,FALSE
"""17_9972695""","AC000003.1",TRUE,FALSE
"""17_10094567""","GAS7",TRUE,FALSE
"""17_13498957""","HS3ST3A1",TRUE,FALSE
"""17_19136938""","EPN2",TRUE,FALSE
"""17_19429562""","SLC47A1",TRUE,FALSE
"""17_19443710""","SLC47A1;SNORA59B",TRUE,FALSE
"""17_19560002""","ALDH3A2;SNORA31",TRUE,FALSE
"""17_19620794""","RP11-311F12.1;SLC47A2",TRUE,FALSE
"""17_36998080""","LASP1;RPL23;RPS20P35;SNORA21",TRUE,FALSE
"""17_37320807""","ARL5C",TRUE,FALSE
"""17_38820615""","AC073508.1;KRT222",TRUE,FALSE
"""17_38928200""","KRT26",TRUE,FALSE
"""17_38936790""","KRT27",TRUE,FALSE
"""17_38954475""","KRT28",TRUE,FALSE
"""17_38972294""","KRT10;TMEM99",TRUE,FALSE
"""17_39020104""","KRT12",TRUE,FALSE
"""17_39041416""","KRT20",TRUE,FALSE
"""17_39072966""","AC004231.2",TRUE,FALSE
"""17_39093452""","KRT23",TRUE,FALSE
"""17_39120920""","KRT39",TRUE,FALSE
"""17_39143234""","KRT40",TRUE,FALSE
"""17_39150001""","KRTAP3-3",TRUE,FALSE
"""17_39155005""","KRTAP3-2",TRUE,FALSE
"""17_39164568""","KRTAP3-1",TRUE,FALSE
"""17_39175313""","KRTAP1-5;KRTAP3-1",TRUE,FALSE
"""17_39185098""","KRTAP1-4",TRUE,FALSE
"""17_39187604""","KRTAP1-1;KRTAP1-3",TRUE,FALSE
"""17_39199948""","KRTAP2-1;KRTAP2-2",TRUE,FALSE
"""17_39215865""","KRTAP2-3",TRUE,FALSE
"""17_39221136""","KRTAP2-4",TRUE,FALSE
"""17_39276123""","KRTAP4-12",TRUE,FALSE
"""17_39294209""","KRTAP4-6",TRUE,FALSE
"""17_39302479""","KRTAP4-5",TRUE,FALSE
"""17_39311925""","KRTAP4-3;KRTAP4-4",TRUE,FALSE
"""17_39329339""","AC006070.12;KRTAP4-1;KRTAP4-2;KRTAP9-1",TRUE,FALSE
"""17_39418969""","KRTAP9-6",TRUE,FALSE
"""17_39504083""","KRT33A",TRUE,FALSE
"""17_39664327""","KRT15;KRT19",TRUE,FALSE
"""17_40608759""","ATP6V0A1",TRUE,FALSE
"""17_71637072""","RP11-277J6.2;SDK2",TRUE,FALSE
"""17_75998824""","TNRC6C",TRUE,FALSE
"""17_76103774""","TNRC6C-AS1",TRUE,FALSE
"""17_76109910""","TMC6;TMC8",TRUE,FALSE
"""17_76138933""","C17orf99",TRUE,FALSE
"""17_76691598""","RNU6-638P",TRUE,FALSE
"""18_19840336""","snoU13",TRUE,FALSE
"""18_71812557""","FBXO15;TIMM21",TRUE,FALSE
"""18_72342670""","ZNF407",TRUE,FALSE
"""18_72354534""",NA,TRUE,FALSE
"""18_72360099""",NA,TRUE,FALSE
"""18_75787217""","RNU6-655P",TRUE,FALSE
"""19_530387""","CDC34",TRUE,FALSE
"""19_1998216""","BTBD2",TRUE,FALSE
"""19_2228091""","MIR1227;PLEKHJ1",TRUE,FALSE
"""19_2235550""","PLEKHJ1;SF3A2",TRUE,FALSE
"""19_3980731""","EEF2;SNORD37",TRUE,FALSE
"""19_11390733""","TSPAN16",TRUE,FALSE
"""19_14223416""","CTB-55O6.10;PRKACA",TRUE,FALSE
"""19_44079353""","IRGQ;L34079.2;PINLYP;SRRM5;XRCC1;ZNF576",TRUE,FALSE
"""19_44121610""","ZNF428",TRUE,FALSE
"""19_44278434""","KCNN4",TRUE,FALSE
"""19_44643003""","ZNF234",TRUE,FALSE
"""19_44753788""","ZNF233",TRUE,FALSE
"""19_49886970""","AC010524.2;CCDC155",TRUE,FALSE
"""19_49932671""","PIH1D1;SLC17A7",TRUE,FALSE
"""19_52089926""","AC018755.16;AC018755.1",TRUE,FALSE
"""19_52143468""","RPL7P51;SIGLEC14;SIGLEC5",TRUE,FALSE
"""19_52188083""","AC018755.2;MIR125A;MIR99B;MIRLET7E;SPACA6P-AS;SPACA6P",TRUE,FALSE
"""19_52293146""","FPR3",TRUE,FALSE
"""2_7006566""","CMPK2",TRUE,FALSE
"""2_9644995""","RP11-400L8.2",TRUE,FALSE
"""2_9665195""","snoU13",TRUE,FALSE
"""2_9689098""","ADAM17;RP11-214N9.1",TRUE,FALSE
"""2_9769927""","YWHAQ",TRUE,FALSE
"""2_24148001""","ATAD2B;UBXN2A",TRUE,FALSE
"""2_24295863""","FAM228B;SF3B14",TRUE,FALSE
"""2_24303775""","TP53I3",TRUE,FALSE
"""2_24338033""","FAM228B;PFN4;RP11-507M3.1",TRUE,FALSE
"""2_27847776""","CCDC121;GPN1",TRUE,FALSE
"""2_28614158""","AC104695.3;FOSL2;RP11-373D23.2",TRUE,FALSE
"""2_28666022""","AC104695.4;PLB1;SNRPGP7",TRUE,FALSE
"""2_73114107""","SPR",TRUE,FALSE
"""2_73372284""","RAB11FIP5",TRUE,FALSE
"""2_73427115""","NOTO",TRUE,FALSE
"""2_73439998""","SMYD5",TRUE,FALSE
"""2_73962731""","RP11-434P11.2;TPRKB",TRUE,FALSE
"""2_74006898""","C2orf78;DUSP11",TRUE,FALSE
"""2_74055227""","STAMBP",TRUE,FALSE
"""2_74117980""","ACTG2",TRUE,FALSE
"""2_74152686""","DGUOK",TRUE,FALSE
"""2_74221435""","TET3",TRUE,FALSE
"""2_74361314""","MGC10955",TRUE,FALSE
"""2_74366447""","BOLA3-AS1;BOLA3",TRUE,FALSE
"""2_74405339""","MOB1A",TRUE,FALSE
"""2_74424144""","MTHFD2",TRUE,FALSE
"""2_74569941""","SLC4A5",TRUE,FALSE
"""2_74613721""","DCTN1",TRUE,FALSE
"""2_74647743""","C2orf81;RTKN;WDR54",TRUE,FALSE
"""2_74682695""","WBP1",TRUE,FALSE
"""2_74707986""","CCDC142;TTC31",TRUE,FALSE
"""2_74730956""","PCGF1",TRUE,FALSE
"""2_74737556""","TLX2",TRUE,FALSE
"""2_74744890""","AUP1;DQX1",TRUE,FALSE
"""2_74755830""","AUP1;HTRA2",TRUE,FALSE
"""2_120513542""","PTPN4",TRUE,FALSE
"""2_120765833""","EPB41L5",TRUE,FALSE
"""2_120972997""","AC012363.4",TRUE,FALSE
"""2_207026883""","EEF1B2;SNORA41",TRUE,FALSE
"""2_207503231""","AC010731.3;AC010731.4",TRUE,FALSE
"""2_207575410""","DYTN",TRUE,FALSE
"""2_208392966""","AC007879.5;CREB1",TRUE,FALSE
"""2_208487189""","METTL21A",TRUE,FALSE
"""2_208544233""","PPP1R14BP2;RNU6-664P;Y_RNA",TRUE,FALSE
"""2_208575060""","CCNYL1",TRUE,FALSE
"""2_208630833""","FZD5",TRUE,FALSE
"""2_208842013""","PLEKHM3",TRUE,FALSE
"""2_208882126""","RNU6-360P",TRUE,FALSE
"""2_208887211""","PLEKHM3",TRUE,FALSE
"""2_208938686""","snoU13",TRUE,FALSE
"""2_216298228""","AC012462.1;FN1",TRUE,FALSE
"""2_230784553""","FBXO36;TRIP12",TRUE,FALSE
"""2_230856524""",NA,TRUE,FALSE
"""2_230932137""","SLC16A14",TRUE,FALSE
"""2_230989680""","AC009950.2",TRUE,FALSE
"""2_231033334""","AC009950.2;SP110",TRUE,FALSE
"""2_231086137""","SP110;SP140",TRUE,FALSE
"""2_240319726""","AC062017.1;HDAC4",TRUE,FALSE
"""2_240962169""","NDUFA10",TRUE,FALSE
"""2_240966041""","OR6B2",TRUE,FALSE
"""2_240981157""","PRR21",TRUE,FALSE
"""2_240984310""","OR6B3",TRUE,FALSE
"""2_241074885""","MYEOV2",TRUE,FALSE
"""2_241079112""","OTOS",TRUE,FALSE
"""20_17946510""","MGME1;SNX5",TRUE,FALSE
"""20_23011171""","RP4-753D10.3;RP4-753D10.5",TRUE,FALSE
"""20_23027371""","THBD",TRUE,FALSE
"""20_23063909""","CD93",TRUE,FALSE
"""20_60327028""","RP11-429E11.2",TRUE,FALSE
"""21_46357540""","C21orf67;FAM207A",TRUE,FALSE
"""21_46491229""","ADARB1;AP001579.1;SSR4P1",TRUE,FALSE
"""22_25421530""",NA,TRUE,FALSE
"""22_43628105""","Z82214.2",TRUE,FALSE
"""22_44350473""","RP4-796I17.5;SAMM50",TRUE,FALSE
"""22_44389095""","PARVB;SAMM50",TRUE,FALSE
"""3_9772248""","BRPF1",TRUE,FALSE
"""3_9810283""","CAMK1",TRUE,FALSE
"""3_9832737""","ARPC4;ARPC4-TTLL3;TADA3",TRUE,FALSE
"""3_9849734""","TTLL3",TRUE,FALSE
"""3_9993578""","PRRT3;RP11-1020A11.2",TRUE,FALSE
"""3_10147073""","FANCD2OS",TRUE,FALSE
"""3_10171356""","snoU13;VHL",TRUE,FALSE
"""3_10203161""","IRAK2",TRUE,FALSE
"""3_39148081""","GORASP1;TTC21A",TRUE,FALSE
"""3_39187520""","CSRNP1",TRUE,FALSE
"""3_39322053""","CX3CR1",TRUE,FALSE
"""3_48487332""","ATRIP;RP11-24C3.2",TRUE,FALSE
"""3_52028891""","RPL29",TRUE,FALSE
"""3_52294731""","MIRLET7G;WDR82",TRUE,FALSE
"""3_52317478""","GLYCTK;MIR135A1;WDR82",TRUE,FALSE
"""3_52335822""","DNAH1",TRUE,FALSE
"""3_52441545""","BAP1;PHF7",TRUE,FALSE
"""3_52465419""","SEMA3G",TRUE,FALSE
"""3_101496145""","NXPE3",TRUE,FALSE
"""3_101541253""","NFKBIZ;RP11-49I4.3",TRUE,FALSE
"""3_101815735""","ZPLD1",TRUE,FALSE
"""3_150320580""","SELT;SERP1",TRUE,FALSE
"""3_150418853""","FAM194A;RP11-103G8.2",TRUE,FALSE
"""3_150478091""","SIAH2-AS1;SIAH2",TRUE,FALSE
"""3_150635201""","AC020636.1",TRUE,FALSE
"""3_151589491""","SUCNR1",TRUE,FALSE
"""3_152056273""","TMEM14E",TRUE,FALSE
"""4_2751986""","TNIP2",TRUE,FALSE
"""4_2844877""","ADD1",TRUE,FALSE
"""4_3442195""","HGFAC",TRUE,FALSE
"""4_6621165""","MRFAP1",TRUE,FALSE
"""4_6675206""","RP11-539L10.3",TRUE,FALSE
"""4_6773429""","KIAA0232",TRUE,FALSE
"""4_6908960""","TBC1D14",TRUE,FALSE
"""4_7040401""","CCDC96;TADA2B",TRUE,FALSE
"""4_7064676""","GRPEL1",TRUE,FALSE
"""4_26164581""","RBPJ",TRUE,FALSE
"""4_26857281""","STIM2",TRUE,FALSE
"""4_26860866""","RP11-293A21.1;STIM2",TRUE,FALSE
"""4_36392926""","RP11-431M7.2",TRUE,FALSE
"""4_68563790""","UBA6-AS1;UBA6",TRUE,FALSE
"""4_69210989""","YTHDC1",TRUE,FALSE
"""4_90221777""","GPRIN3",TRUE,FALSE
"""4_141632168""","RP11-102N12.2",TRUE,FALSE
"""4_141671742""","RP11-102N12.3;TBC1D9",TRUE,FALSE
"""4_143765116""","INPP4B",TRUE,FALSE
"""4_144103156""","RP11-284M14.1;USP38",TRUE,FALSE
"""4_144253937""","AC097658.1;GAB1",TRUE,FALSE
"""4_154380269""","KIAA0922",TRUE,FALSE
"""5_1795029""","MRPL36;NDUFS6",TRUE,FALSE
"""5_7368396""","CTD-2296D1.4;CTD-2296D1.5",TRUE,FALSE
"""5_7394055""","ADCY2",TRUE,FALSE
"""5_52083391""","CTD-2288O8.1;ITGA1;PELO",TRUE,FALSE
"""5_66296832""","MAST4-AS1;MAST4",TRUE,FALSE
"""5_67509585""","PIK3R1",TRUE,FALSE
"""5_68660962""","RAD17;TAF9",TRUE,FALSE
"""5_139025934""","CXXC5",TRUE,FALSE
"""5_139169981""","PSD2",TRUE,FALSE
"""5_143545723""","KCTD16;YIPF5",TRUE,FALSE
"""5_145315614""","SH3RF2",TRUE,FALSE
"""5_145482193""","PLAC8L1",TRUE,FALSE
"""5_154320308""","MRPL22",TRUE,FALSE
"""5_156648584""","CTB-4E7.1;ITK",TRUE,FALSE
"""5_156771127""","FNDC9",TRUE,FALSE
"""5_158689921""","UBLCP1",TRUE,FALSE
"""5_159435129""","TTC1;Y_RNA",TRUE,FALSE
"""5_159822091""","C5orf54",TRUE,FALSE
"""5_162863336""","CCNG1;RP11-541P9.3",TRUE,FALSE
"""5_162886379""","HMMR;NUDCD2",TRUE,FALSE
"""5_173311148""","CPEB4",TRUE,FALSE
"""5_173390400""","C5orf47",TRUE,FALSE
"""5_176556443""","NSD1",TRUE,FALSE
"""5_176735949""","MXD3",TRUE,FALSE
"""5_176776075""","LMAN2;RGS14",TRUE,FALSE
"""5_176826407""","F12;GRK6;PFN3",TRUE,FALSE
"""5_176835590""","F12",TRUE,FALSE
"""5_176873180""","PRR7",TRUE,FALSE
"""5_178014106""","COL23A1",TRUE,FALSE
"""6_5995580""","NRN1",TRUE,FALSE
"""6_6318610""","F13A1",TRUE,FALSE
"""6_11172108""","RP3-510L9.1",TRUE,FALSE
"""6_11382042""","NEDD9",TRUE,FALSE
"""6_17596647""","FAM8A1",TRUE,FALSE
"""6_17612152""","RNU6-190P",TRUE,FALSE
"""6_17703752""","NUP153;RP11-500C11.3",TRUE,FALSE
"""6_17982722""","KIF13A",TRUE,FALSE
"""6_18122212""","NHLRC1",TRUE,FALSE
"""6_18154576""","KDM1B;TPMT",TRUE,FALSE
"""6_24718538""","C6orf62",TRUE,FALSE
"""6_27792447""","HIST1H4K",TRUE,FALSE
"""6_27834351""","HIST1H1B",TRUE,FALSE
"""6_30709383""","FLOT1;IER3;XXbac-BPG252P9.10",TRUE,FALSE
"""6_33358373""","KIFC1",TRUE,FALSE
"""6_33373874""","KIFC1;PHF1",TRUE,FALSE
"""6_33386616""","SYNGAP1",TRUE,FALSE
"""6_64344687""","PHF3",TRUE,FALSE
"""6_71122241""","FAM135A;RP11-462G2.2",TRUE,FALSE
"""6_74202227""","RP11-505P4.6",TRUE,FALSE
"""6_74228212""","EEF1A1;RP11-505P4.7",TRUE,FALSE
"""6_75954895""","COX7A2",TRUE,FALSE
"""6_75992327""","RP1-234P15.4;TMEM30A",TRUE,FALSE
"""6_76299843""","RNU6-1338P;SENP6",TRUE,FALSE
"""6_149352592""","RP11-162J8.3",TRUE,FALSE
"""6_149539319""","RP1-111D6.3;TAB2",TRUE,FALSE
"""6_149561034""","RP1-111D6.2",TRUE,FALSE
"""6_149885411""","GINM1",TRUE,FALSE
"""6_157743510""","TMEM242",TRUE,FALSE
"""6_157800908""","ZDHHC14",TRUE,FALSE
"""6_159338037""","RNU6-293P;yR211F11.2",TRUE,FALSE
"""6_159415356""","RP1-111C20.4;RSPH3",TRUE,FALSE
"""6_167520097""","CCR6",TRUE,FALSE
"""6_167557301""","TCP10L2",TRUE,FALSE
"""7_992498""","ADAP1",TRUE,FALSE
"""7_2271653""","FTSJ2;MAD1L1",TRUE,FALSE
"""7_2414681""","AC004840.8;CHST12;EIF3B;RP4-607J2.1",TRUE,FALSE
"""7_2551395""","LFNG",TRUE,FALSE
"""7_2590223""","BRAT1;snoU13",TRUE,FALSE
"""7_2594256""","BRAT1;IQCE",TRUE,FALSE
"""7_26238186""","CBX3;HNRNPA2B1",TRUE,FALSE
"""7_30511777""","NOD1",TRUE,FALSE
"""7_30540287""","GGCT",TRUE,FALSE
"""7_30632312""","AC005154.6;GARS",TRUE,FALSE
"""7_32933629""","KBTBD2",TRUE,FALSE
"""7_32996669""","FKBP9",TRUE,FALSE
"""7_33099608""","NT5C3A",TRUE,FALSE
"""7_33168595""","AC074338.5;BBS9",TRUE,FALSE
"""7_35075504""","DPY19L1",TRUE,FALSE
"""7_39988554""","CDK13;RP11-467D6.1",TRUE,FALSE
"""7_42949046""","C7orf25",TRUE,FALSE
"""7_47614634""","TNS3",TRUE,FALSE
"""7_47692283""","C7orf65",TRUE,FALSE
"""7_47800071""","LINC00525",TRUE,FALSE
"""7_47828722""","C7orf69",TRUE,FALSE
"""7_48018389""","HUS1",TRUE,FALSE
"""7_73701583""","CLIP2",TRUE,FALSE
"""7_75417825""","CCL26",TRUE,FALSE
"""7_75451733""","CCL24",TRUE,FALSE
"""7_75471491""","RHBDD2",TRUE,FALSE
"""7_98610216""","AC004893.11",TRUE,FALSE
"""7_129905411""","CPA2",TRUE,FALSE
"""7_137529292""","DGKI",TRUE,FALSE
"""7_137684173""","AKR1D1;CREB3L2",TRUE,FALSE
"""7_138385645""","SVOPL",TRUE,FALSE
"""7_157364057""","MIR153-2",TRUE,FALSE
"""7_157394807""","AC005481.5",TRUE,FALSE
"""7_157644922""","AC011899.9;RP11-452C13.1",TRUE,FALSE
"""8_1698826""","CLN8;CTD-2336O2.1",TRUE,FALSE
"""8_1920333""","KBTBD11;RP11-439C15.4;RP11-439C15.5",TRUE,FALSE
"""8_1993055""","MYOM2",TRUE,FALSE
"""8_8549756""","AC087269.1;CLDN23",TRUE,FALSE
"""8_22525429""","BIN3",TRUE,FALSE
"""8_22940865""","TNFRSF10C",TRUE,FALSE
"""8_29201519""","DUSP4;RP4-676L2.1",TRUE,FALSE
"""8_29937238""","RP11-489E7.4;TMEM66",TRUE,FALSE
"""8_37639018""","GPR124",TRUE,FALSE
"""8_38020002""","RP11-90P5.7",TRUE,FALSE
"""8_38237182""","RP11-350N15.5;WHSC1L1",TRUE,FALSE
"""8_55035845""","MRPL15",TRUE,FALSE
"""8_56684485""","TGS1;TMEM68",TRUE,FALSE
"""8_56780974""","LYN",TRUE,FALSE
"""8_56812601""","SNORA1",TRUE,FALSE
"""8_57115873""","CHCHD7;PLAG1",TRUE,FALSE
"""8_57904091""","IMPAD1",TRUE,FALSE
"""8_71515118""","snoU13",TRUE,FALSE
"""8_82359251""","PMP2",TRUE,FALSE
"""8_82367083""","FABP9",TRUE,FALSE
"""8_82389666""","FABP4",TRUE,FALSE
"""8_82429432""","FTH1P11;RP11-257P3.3",TRUE,FALSE
"""8_82443170""","FABP12",TRUE,FALSE
"""8_103664646""","KLF10",TRUE,FALSE
"""8_104022187""","ATP6V1C1;KB-1639H6.2;NPM1P52",TRUE,FALSE
"""8_126101958""","KIAA0196;NSMCE2",TRUE,FALSE
"""8_126433576""","TRIB1",TRUE,FALSE
"""8_130831734""","RP11-473O4.5",TRUE,FALSE
"""8_130878087""","SNORA25",TRUE,FALSE
"""8_131007730""","RNU7-181P",TRUE,FALSE
"""8_131024598""","FAM49B",TRUE,FALSE
"""8_131078280""","RNU6-1255P",TRUE,FALSE
"""8_134198047""","WISP1",TRUE,FALSE
"""8_141468320""","TRAPPC9",TRUE,FALSE
"""8_141517849""","CHRAC1;CTA-204B4.2",TRUE,FALSE
"""9_97355741""","FBP2",TRUE,FALSE
"""9_97399353""","FBP1",TRUE,FALSE
"""9_97488743""","C9orf3",TRUE,FALSE
"""9_97567156""","MIR2278",TRUE,FALSE
"""9_139370394""","SEC16A",TRUE,FALSE
"""9_139374811""","C9orf163",TRUE,FALSE
"""X_99986087""","SYTL4",TRUE,FALSE
"""X_100127546""","NOX1",TRUE,FALSE
"""1_889424""","KLHL17;NOC2L;PLEKHN1",TRUE,FALSE
"""1_903641""","C1orf170;PLEKHN1",TRUE,FALSE
"""1_9598476""","SLC25A33",TRUE,FALSE
"""1_26495199""","RP11-96L14.7;ZNF593",TRUE,FALSE
"""1_26643927""","CD52;UBXN11",TRUE,FALSE
"""1_28689801""","PHACTR4",TRUE,FALSE
"""1_151821743""","THEM5",TRUE,FALSE
"""1_154163713""","MIR190B;TPM3",TRUE,FALSE
"""1_154171924""","C1orf189",TRUE,FALSE
"""1_154376485""","IL6R;RP11-350G8.5",TRUE,FALSE
"""1_154521938""","UBE2Q1-AS1;UBE2Q1",TRUE,FALSE
"""10_133794677""","BNIP3",TRUE,FALSE
"""10_135119454""","TUBGCP2;ZNF511",TRUE,FALSE
"""11_1703678""","AP006285.6;FAM99B;KRTAP5-6",TRUE,FALSE
"""11_66379170""","RBM14;RBM14-RBM4;RBM4;RNU4-39P",TRUE,FALSE
"""11_66616990""","LRFN4;PC",TRUE,FALSE
"""11_66685128""","RNU7-23P",TRUE,FALSE
"""11_66721794""","PC",TRUE,FALSE
"""11_66764925""","SYT12",TRUE,FALSE
